admin1_id	population_2016
1.0	1216000.0
2.0	634000.0
3.0	1164000.0
4.0	1695000.0
5.0	572000.0
6.0	514000.0
7.0	649000.0
8.0	1277000.0
9.0	1571000.0
10.0	883000.0
11.0	1182000.0
13.0	691000.0
14.0	5590000.0
15.0	1568000.0
16.0	564000.0
17.0	735000.0
18.0	576000.0
19.0	1291000.0
20.0	570000.0
21.0	501000.0
22.0	1940000.0
23.0	211000.0
24.0	189000.0
25.0	556000.0
26.0	706000.0
28.0	850000.0
29.0	496000.0
31.0	1257000.0
32.0	528000.0
33.0	763000.0
34.0	389000.0
53.0	139000.0
54.0	131000.0
55.0	282000.0
56.0	297000.0
57.0	308000.0
58.0	67000.0
59.0	220000.0
60.0	83000.0
61.0	136000.0
62.0	215000.0
63.0	821000.0
64.0	179000.0
67.0	512000.0
65.0	902000.0
66.0	429000.0
68.0	3534000.0
69.0	683000.0
72.0	1322000.0
70.0	327000.0
71.0	1001000.0
73.0	906000.0
74.0	1281000.0
76.0	787000.0
77.0	998000.0
78.0	1186000.0
79.0	1103000.0
80.0	1477000.0
81.0	306000.0
82.0	830000.0
83.0	480000.0
84.0	443000.0
85.0	553000.0
86.0	78000.0
87.0	724000.0
88.0	462000.0
89.0	641000.0
92.0	923000.0
91.0	869000.0
93.0	888000.0
94.0	873000.0
90.0	1225000.0
95.0	284000.0
96.0	1759000.0
97.0	702000.0
98.0	752000.0
99.0	837000.0
101.0	396000.0
100.0	1725000.0
102.0	707000.0
103.0	1045000.0
104.0	528000.0
105.0	776000.0
107.0	1002000.0
108.0	84000.0
109.0	700000.0
110.0	335000.0
111.0	1190000.0
112.0	1091000.0
124.0	415000.0
125.0	2407000.0
126.0	1582000.0
127.0	813000.0
128.0	603000.0
130.0	2120000.0
131.0	1141000.0
133.0	2241000.0
132.0	2782000.0
134.0	7732000.0
135.0	945000.0
136.0	610000.0
137.0	1144000.0
138.0	860000.0
139.0	557000.0
140.0	1686000.0
141.0	670000.0
150.0	17296000.0
152.0	400000.0
153.0	1130000.0
154.0	595000.0
151.0	3557000.0
156.0	1059000.0
157.0	1319000.0
158.0	573000.0
159.0	733000.0
160.0	340000.0
161.0	374000.0
162.0	1893000.0
163.0	1227000.0
164.0	621000.0
165.0	717000.0
166.0	1341000.0
167.0	740000.0
168.0	491000.0
169.0	346000.0
170.0	3405000.0
171.0	944000.0
172.0	151000.0
173.0	1559000.0
174.0	129000.0
175.0	254000.0
176.0	260000.0
179.0	244000.0
180.0	211000.0
181.0	235000.0
182.0	136000.0
183.0	125000.0
184.0	50000.0
207.0	2813000.0
208.0	1972000.0
211.0	247000.0
212.0	909000.0
213.0	456000.0
215.0	607000.0
254.0	8797000.0
255.0	32287000.0
256.0	54931000.0
257.0	16980000.0
258.0	20621000.0
259.0	17692000.0
260.0	11644000.0
272.0	1391000.0
276.0	1398000.0
287.0	975000.0
288.0	823000.0
289.0	1588000.0
290.0	1348000.0
291.0	757000.0
292.0	597000.0
294.0	665000.0
295.0	527000.0
296.0	1196000.0
297.0	685000.0
298.0	915000.0
310.0	20000.0
311.0	93000.0
312.0	29000.0
313.0	4000.0
314.0	14000.0
315.0	18000.0
317.0	45000.0
318.0	26000.0
319.0	29000.0
320.0	43000.0
321.0	74000.0
322.0	48000.0
323.0	123000.0
324.0	59000.0
325.0	17000.0
326.0	23000.0
327.0	40000.0
329.0	23000.0
330.0	607000.0
331.0	1903000.0
333.0	2893000.0
334.0	541000.0
335.0	142000.0
336.0	884000.0
337.0	2942000.0
338.0	525000.0
361.0	873000.0
362.0	3363000.0
363.0	828000.0
364.0	4004000.0
365.0	14837000.0
366.0	9261000.0
367.0	2980000.0
368.0	3844000.0
369.0	6781000.0
370.0	7296000.0
372.0	3447000.0
371.0	2738000.0
373.0	21010000.0
374.0	8657000.0
375.0	4034000.0
376.0	11173000.0
377.0	9504000.0
378.0	3344000.0
379.0	17286000.0
380.0	3477000.0
381.0	11184000.0
382.0	1707000.0
383.0	553000.0
385.0	6944000.0
384.0	44679000.0
386.0	2290000.0
387.0	1559000.0
397.0	316000.0
398.0	413000.0
399.0	176000.0
400.0	112000.0
402.0	230000.0
403.0	150000.0
405.0	127000.0
406.0	134000.0
407.0	257000.0
408.0	126000.0
409.0	240000.0
410.0	669000.0
411.0	114000.0
412.0	218000.0
413.0	167000.0
414.0	109000.0
415.0	189000.0
417.0	236000.0
418.0	315000.0
419.0	110000.0
420.0	490000.0
421.0	237000.0
422.0	88000.0
425.0	1796000.0
426.0	770000.0
431.0	2712000.0
427.0	1474000.0
428.0	1543000.0
429.0	1498000.0
430.0	791000.0
432.0	1643000.0
434.0	1485000.0
435.0	862000.0
436.0	1284000.0
437.0	791000.0
438.0	442000.0
439.0	650000.0
440.0	726000.0
441.0	750000.0
442.0	299000.0
443.0	602000.0
444.0	948000.0
445.0	570000.0
446.0	765000.0
447.0	821000.0
448.0	563000.0
449.0	382000.0
450.0	826000.0
451.0	357000.0
452.0	863000.0
453.0	436000.0
454.0	523000.0
455.0	783000.0
458.0	1760000.0
459.0	529000.0
457.0	645000.0
462.0	1465000.0
464.0	43000.0
470.0	1699000.0
472.0	234000.0
473.0	959000.0
477.0	492000.0
480.0	1273000.0
481.0	4348000.0
482.0	878000.0
483.0	4246000.0
484.0	3552000.0
486.0	2717000.0
485.0	2041000.0
487.0	2017000.0
489.0	789000.0
488.0	1579000.0
575.0	603000.0
576.0	1017000.0
578.0	294000.0
579.0	2134000.0
580.0	753000.0
582.0	876000.0
583.0	398000.0
586.0	1056000.0
588.0	330000.0
589.0	1843000.0
621.0	55000.0
622.0	6572000.0
623.0	180000.0
624.0	2478000.0
625.0	2155000.0
626.0	1421000.0
628.0	1054000.0
629.0	396000.0
630.0	330000.0
631.0	1387000.0
632.0	1031000.0
633.0	456000.0
627.0	1716000.0
634.0	2615000.0
635.0	22000.0
636.0	67000.0
637.0	1175000.0
639.0	1334000.0
640.0	837000.0
641.0	1758000.0
642.0	1418000.0
643.0	278000.0
644.0	609000.0
645.0	1009000.0
646.0	70000.0
647.0	2245000.0
648.0	894000.0
649.0	1540000.0
650.0	4755000.0
651.0	23000.0
652.0	52000.0
734.0	7989000.0
735.0	3589000.0
733.0	8580000.0
736.0	7723000.0
737.0	7197000.0
738.0	12105000.0
741.0	10162000.0
656.0	971000.0
657.0	522000.0
658.0	372000.0
659.0	500000.0
660.0	435000.0
661.0	473000.0
662.0	1583000.0
663.0	4920000.0
664.0	2384000.0
665.0	1257000.0
666.0	303000.0
667.0	1678000.0
668.0	1315000.0
669.0	1545000.0
670.0	2479000.0
671.0	2397000.0
672.0	1680000.0
673.0	1506000.0
674.0	883000.0
675.0	372000.0
676.0	977000.0
681.0	788000.0
698.0	789000.0
699.0	443000.0
700.0	420000.0
701.0	391000.0
702.0	862000.0
703.0	537000.0
704.0	1070000.0
705.0	87000.0
706.0	2113000.0
707.0	556000.0
708.0	720000.0
710.0	602000.0
711.0	477000.0
712.0	1079000.0
713.0	810000.0
721.0	1191000.0
730.0	1243000.0
752.0	258000.0
754.0	211000.0
755.0	70000.0
756.0	1199000.0
757.0	310000.0
759.0	248000.0
760.0	94000.0
761.0	60000.0
762.0	261000.0
764.0	265000.0
765.0	455000.0
767.0	209000.0
768.0	128000.0
769.0	226000.0
770.0	28000.0
771.0	220000.0
772.0	343000.0
775.0	105000.0
776.0	737000.0
777.0	70000.0
778.0	244000.0
779.0	366000.0
773.0	159000.0
781.0	1133000.0
780.0	54000.0
782.0	2425000.0
783.0	205000.0
794.0	817000.0
795.0	202000.0
796.0	260000.0
797.0	180000.0
798.0	503000.0
799.0	460000.0
800.0	676000.0
801.0	604000.0
802.0	30000.0
803.0	4111000.0
804.0	447000.0
805.0	497000.0
806.0	870000.0
807.0	1501000.0
808.0	178000.0
809.0	121000.0
810.0	153000.0
811.0	101000.0
812.0	2973000.0
813.0	363000.0
814.0	423000.0
815.0	208000.0
816.0	560000.0
817.0	109000.0
835.0	1560000.0
839.0	1442000.0
842.0	425000.0
843.0	3946000.0
846.0	353000.0
847.0	165000.0
848.0	213000.0
849.0	256000.0
850.0	730000.0
851.0	340000.0
852.0	263000.0
853.0	193000.0
854.0	479000.0
855.0	1731000.0
856.0	179000.0
857.0	578000.0
858.0	485000.0
859.0	380000.0
873.0	586000.0
874.0	9000.0
875.0	145000.0
876.0	29000.0
877.0	30000.0
879.0	24000.0
878.0	58000.0
880.0	81000.0
881.0	27000.0
883.0	34000.0
884.0	32000.0
885.0	153000.0
887.0	29000.0
888.0	46000.0
886.0	33000.0
890.0	1930000.0
891.0	23913000.0
893.0	475000.0
896.0	37489000.0
897.0	6299000.0
899.0	5994000.0
958.0	29000.0
966.0	113000.0
967.0	580000.0
968.0	333000.0
969.0	429000.0
970.0	89000.0
973.0	177000.0
974.0	260000.0
975.0	978000.0
992.0	5506000.0
993.0	2606000.0
994.0	2597000.0
995.0	2940000.0
996.0	4726000.0
997.0	2901000.0
998.0	1110000.0
999.0	773000.0
1000.0	2412000.0
1001.0	2635000.0
1043.0	1296000.0
1044.0	307000.0
1045.0	705000.0
1046.0	416000.0
1047.0	172000.0
1048.0	778000.0
1049.0	3410000.0
1050.0	1299000.0
1051.0	468000.0
1052.0	366000.0
1053.0	481000.0
1054.0	765000.0
1056.0	1127000.0
1057.0	341000.0
1058.0	351000.0
1059.0	1150000.0
1060.0	382000.0
1061.0	507000.0
1062.0	583000.0
1063.0	555000.0
1064.0	240000.0
1089.0	1261000.0
1090.0	1945000.0
1091.0	1099000.0
1092.0	2317000.0
1093.0	1818000.0
1094.0	1161000.0
1095.0	854000.0
1096.0	1940000.0
1080.0	244000.0
1081.0	118000.0
1083.0	37000.0
1084.0	216000.0
1085.0	258000.0
1086.0	261000.0
1087.0	74000.0
1088.0	107000.0
1117.0	449000.0
1118.0	510000.0
1119.0	330000.0
1120.0	514000.0
1121.0	400000.0
1122.0	1818000.0
1124.0	485000.0
1125.0	106000.0
1126.0	274000.0
1128.0	226000.0
1129.0	367000.0
1130.0	152000.0
1131.0	578000.0
1132.0	448000.0
1133.0	185000.0
1134.0	613000.0
1153.0	512000.0
1155.0	360000.0
1154.0	351000.0
1156.0	671000.0
1157.0	1758000.0
1158.0	396000.0
1159.0	415000.0
1160.0	451000.0
1161.0	542000.0
1162.0	301000.0
1163.0	383000.0
1164.0	292000.0
1165.0	196000.0
1166.0	1209000.0
1167.0	315000.0
1168.0	569000.0
1169.0	226000.0
1170.0	252000.0
1171.0	344000.0
1172.0	274000.0
1182.0	89773000.0
1183.0	1568000.0
1184.0	33973000.0
1185.0	117311000.0
1186.0	1150000.0
1187.0	28554000.0
1188.0	436000.0
1189.0	307000.0
1190.0	1524000.0
1191.0	66489000.0
1192.0	28009000.0
1193.0	7330000.0
1195.0	36817000.0
1196.0	66240000.0
1197.0	34318000.0
1198.0	67000.0
1199.0	80345000.0
1200.0	121951000.0
1201.0	2990000.0
1202.0	3389000.0
1203.0	1221000.0
1204.0	1979000.0
1207.0	1422000.0
1208.0	29749000.0
1209.0	76330000.0
1210.0	648000.0
1211.0	78143000.0
1212.0	78143000.0
1214.0	3961000.0
1215.0	220671000.0
1216.0	11140000.0
1217.0	98182000.0
1219.0	4444000.0
1221.0	12615000.0
1222.0	1818000.0
1223.0	1195000.0
1226.0	3614000.0
1227.0	48437000.0
1228.0	33191000.0
1229.0	39335000.0
1230.0	4646000.0
1231.0	4101000.0
1232.0	2471000.0
1233.0	4479000.0
1235.0	2124000.0
1236.0	8219000.0
1237.0	1237000.0
1238.0	1784000.0
1239.0	4845000.0
1240.0	5215000.0
1241.0	3827000.0
1242.0	7007000.0
1243.0	1260000.0
1244.0	8737000.0
1245.0	2938000.0
1246.0	2539000.0
1247.0	2453000.0
1248.0	5271000.0
1249.0	7831000.0
1250.0	13914000.0
1252.0	2790000.0
1253.0	1275000.0
1254.0	1198000.0
1257.0	5228000.0
1258.0	4880000.0
1259.0	2568000.0
1260.0	1951000.0
1262.0	1771000.0
1263.0	572000.0
1264.0	3253000.0
1265.0	2020000.0
1266.0	4812000.0
1268.0	1554000.0
1269.0	1800000.0
1270.0	1483000.0
1271.0	3241000.0
1276.0	676000.0
1279.0	13095000.0
1281.0	1165000.0
1282.0	1072000.0
1291.0	1997000.0
1292.0	7914000.0
1295.0	1412000.0
1360.0	262000.0
1361.0	74000.0
1363.0	202000.0
1364.0	87000.0
1366.0	184000.0
1367.0	555000.0
1368.0	160000.0
1369.0	197000.0
1370.0	121000.0
1371.0	100000.0
1372.0	80000.0
1373.0	154000.0
1434.0	3657000.0
1435.0	206000.0
1436.0	633000.0
1437.0	1681000.0
1438.0	283000.0
1439.0	368000.0
1440.0	180000.0
1441.0	236000.0
1442.0	444000.0
1444.0	1419000.0
1488.0	4113000.0
2836.0	9970000.0
2837.0	1145000.0
1519.0	499000.0
1521.0	893000.0
1522.0	1164000.0
1523.0	282000.0
1525.0	1268000.0
1526.0	256000.0
1528.0	141000.0
1529.0	184000.0
1530.0	304000.0
1531.0	676000.0
1532.0	352000.0
1533.0	405000.0
1534.0	180000.0
1536.0	330000.0
1537.0	179000.0
1539.0	961000.0
1541.0	540000.0
1542.0	110000.0
1553.0	605000.0
1554.0	809000.0
1555.0	2261000.0
1557.0	1211000.0
1558.0	708000.0
1559.0	344000.0
1560.0	115000.0
1561.0	429000.0
1562.0	200000.0
1563.0	401000.0
1564.0	212000.0
1565.0	131000.0
1566.0	67000.0
1567.0	155000.0
1568.0	150000.0
1569.0	112000.0
1570.0	443000.0
1573.0	294000.0
1572.0	169000.0
1574.0	166000.0
1575.0	77000.0
1576.0	367000.0
1577.0	279000.0
1578.0	180000.0
1579.0	1484000.0
1580.0	613000.0
1582.0	89000.0
1581.0	95000.0
1583.0	136000.0
1618.0	143000.0
1619.0	571000.0
1620.0	321000.0
1621.0	149000.0
1622.0	230000.0
1623.0	100000.0
1625.0	136000.0
1626.0	808000.0
1767.0	2523000.0
1768.0	637000.0
1769.0	2428000.0
1770.0	88000.0
1771.0	3071000.0
1772.0	2396000.0
1773.0	2776000.0
1774.0	3266000.0
1780.0	67000.0
1781.0	390000.0
1782.0	367000.0
1783.0	154000.0
1784.0	405000.0
1787.0	354000.0
1788.0	25000.0
1789.0	1221000.0
1790.0	91000.0
1791.0	63000.0
1792.0	303000.0
1822.0	1383000.0
1824.0	3669000.0
1823.0	860000.0
1825.0	935000.0
1826.0	5630000.0
1827.0	3693000.0
1828.0	3167000.0
1829.0	789000.0
1830.0	9170000.0
1831.0	1839000.0
1832.0	6469000.0
1833.0	3842000.0
1834.0	3197000.0
1835.0	8342000.0
1836.0	17115000.0
1837.0	4988000.0
1838.0	2049000.0
1839.0	1311000.0
1840.0	5405000.0
1841.0	4292000.0
1842.0	6443000.0
1843.0	2212000.0
1844.0	1648000.0
1845.0	2878000.0
1846.0	3038000.0
1847.0	3105000.0
1848.0	2651000.0
1849.0	3675000.0
1850.0	1338000.0
1851.0	8533000.0
1852.0	2184000.0
1853.0	1694000.0
1858.0	83000.0
1862.0	28000.0
1864.0	73000.0
1865.0	125000.0
1867.0	61000.0
1868.0	90000.0
1871.0	74000.0
1872.0	43000.0
1873.0	87000.0
1879.0	59000.0
1880.0	120000.0
1881.0	102000.0
1882.0	53000.0
1883.0	65000.0
1885.0	125000.0
1887.0	50000.0
1888.0	92000.0
1889.0	100000.0
1891.0	44000.0
1894.0	117000.0
1900.0	59000.0
1902.0	74000.0
1903.0	64000.0
1904.0	42000.0
1907.0	16000.0
1895.0	63000.0
1913.0	107000.0
1914.0	88000.0
1915.0	1412000.0
1916.0	75000.0
1919.0	5000.0
1920.0	43000.0
1921.0	33000.0
1922.0	41000.0
1923.0	24000.0
1924.0	15000.0
1925.0	23000.0
1926.0	28000.0
1928.0	23000.0
1929.0	7000.0
1931.0	12000.0
1932.0	26000.0
1934.0	203000.0
1936.0	15000.0
1937.0	19000.0
1956.0	2104000.0
1957.0	1571000.0
1958.0	1664000.0
1959.0	2185000.0
1961.0	1938000.0
1960.0	1373000.0
1962.0	5601000.0
1964.0	2287000.0
1965.0	2856000.0
1966.0	5375000.0
1968.0	5120000.0
1969.0	504000.0
1970.0	1728000.0
1972.0	1582000.0
1973.0	4120000.0
1974.0	6485000.0
1975.0	2161000.0
1977.0	2208000.0
1978.0	5601000.0
1979.0	6126000.0
1981.0	7742000.0
2009.0	10744000.0
2011.0	2793000.0
2012.0	4109000.0
2047.0	376000.0
2048.0	367000.0
2049.0	180000.0
2050.0	199000.0
2051.0	453000.0
2052.0	184000.0
2053.0	241000.0
2054.0	201000.0
2055.0	396000.0
2057.0	426000.0
2058.0	158000.0
2059.0	1511000.0
2060.0	347000.0
2061.0	561000.0
2062.0	249000.0
2063.0	114000.0
2064.0	187000.0
2065.0	583000.0
2066.0	738000.0
2067.0	2355000.0
2068.0	4075000.0
2069.0	1212000.0
2070.0	4115000.0
2072.0	4388000.0
2073.0	3768000.0
2074.0	4210000.0
2075.0	5168000.0
2076.0	5533000.0
2077.0	6163000.0
2078.0	2257000.0
2079.0	5634000.0
2080.0	5524000.0
2081.0	3832000.0
2082.0	5447000.0
2083.0	2883000.0
2084.0	4282000.0
2085.0	3177000.0
2086.0	4328000.0
2088.0	3132000.0
2089.0	5202000.0
2090.0	5776000.0
2091.0	8097000.0
2092.0	12451000.0
2093.0	7684000.0
2094.0	4313000.0
2095.0	4389000.0
2096.0	3133000.0
2097.0	12070000.0
2098.0	2476000.0
2099.0	5238000.0
2100.0	4968000.0
2101.0	4584000.0
2102.0	4525000.0
2103.0	7391000.0
2104.0	4247000.0
2105.0	6885000.0
2106.0	4904000.0
2107.0	3039000.0
2108.0	3074000.0
2109.0	4343000.0
2189.0	161000.0
2190.0	453000.0
2191.0	259000.0
2192.0	281000.0
2193.0	55000.0
2194.0	12000.0
2195.0	118000.0
2196.0	43000.0
2197.0	95000.0
2200.0	2110000.0
2201.0	245000.0
2243.0	312000.0
2244.0	1109000.0
2245.0	336000.0
2246.0	1143000.0
2247.0	560000.0
2248.0	1436000.0
2249.0	1135000.0
2250.0	1117000.0
2252.0	464000.0
2251.0	856000.0
2253.0	882000.0
2254.0	1832000.0
2255.0	1866000.0
2256.0	1144000.0
2258.0	10863000.0
2259.0	879000.0
2260.0	206000.0
2261.0	163000.0
2262.0	325000.0
2263.0	1780000.0
2264.0	1299000.0
2265.0	964000.0
2266.0	335000.0
2267.0	227000.0
2268.0	544000.0
2487.0	338000.0
2488.0	418000.0
2491.0	549000.0
2500.0	647000.0
2502.0	205000.0
2504.0	633000.0
2506.0	256000.0
2507.0	341000.0
2508.0	300000.0
2509.0	409000.0
2512.0	373000.0
2517.0	408000.0
2518.0	734000.0
2520.0	334000.0
2521.0	398000.0
2522.0	661000.0
2523.0	345000.0
2525.0	220000.0
2527.0	417000.0
2528.0	356000.0
2572.0	11623000.0
2689.0	3141000.0
2690.0	1687000.0
2691.0	931000.0
2693.0	689000.0
2694.0	982000.0
2692.0	161000.0
2695.0	746000.0
2696.0	1058000.0
2697.0	1058000.0
2698.0	670000.0
2700.0	1106000.0
2699.0	533000.0
2701.0	805000.0
2702.0	2034000.0
2703.0	870000.0
2755.0	1683000.0
2756.0	2524000.0
2757.0	1672000.0
2772.0	204000.0
2778.0	555000.0
2779.0	322000.0
2780.0	115000.0
2781.0	259000.0
2782.0	70000.0
2783.0	42000.0
2812.0	6743000.0
2813.0	2782000.0
2814.0	13999000.0
2815.0	10673000.0
2816.0	5644000.0
2817.0	4429000.0
2818.0	3811000.0
2819.0	1234000.0
2820.0	6594000.0
2838.0	1634000.0
2839.0	1342000.0
2843.0	867000.0
2844.0	1428000.0
2893.0	1047000.0
2896.0	2360000.0
2897.0	7380000.0
2900.0	883000.0
2901.0	1449000.0
2903.0	1779000.0
2908.0	2321000.0
2973.0	4160000.0
2976.0	1596000.0
2977.0	867000.0
2982.0	905000.0
2993.0	828000.0
2995.0	3111000.0
2998.0	2095000.0
2999.0	6031000.0
3000.0	2512000.0
3001.0	2142000.0
3002.0	1094000.0
3003.0	3090000.0
3004.0	712000.0
3005.0	2597000.0
3006.0	1953000.0
3007.0	998000.0
3008.0	1792000.0
3009.0	2134000.0
3010.0	3345000.0
3011.0	2703000.0
3012.0	1483000.0
3013.0	3460000.0
3014.0	806000.0
3017.0	1329000.0
3018.0	1265000.0
3019.0	1663000.0
3020.0	1849000.0
3021.0	1893000.0
3022.0	1668000.0
3023.0	2854000.0
3024.0	2480000.0
3028.0	244000.0
3029.0	241000.0
3032.0	1145000.0
3033.0	748000.0
3034.0	274000.0
3035.0	880000.0
3036.0	478000.0
3037.0	1843000.0
3038.0	1172000.0
3039.0	1897000.0
3040.0	470000.0
3041.0	760000.0
3043.0	823000.0
3044.0	1710000.0
3045.0	369000.0
3046.0	707000.0
3047.0	404000.0
3048.0	504000.0
3049.0	767000.0
3050.0	204000.0
3051.0	753000.0
3052.0	378000.0
3053.0	245000.0
3054.0	1001000.0
3055.0	524000.0
3056.0	2457000.0
3057.0	923000.0
3058.0	1384000.0
3059.0	441000.0
3060.0	660000.0
3061.0	478000.0
3062.0	773000.0
3063.0	1709000.0
3064.0	1877000.0
3065.0	603000.0
3066.0	267000.0
3067.0	462000.0
3068.0	369000.0
3069.0	907000.0
3070.0	484000.0
3071.0	524000.0
3072.0	966000.0
3074.0	387000.0
3075.0	774000.0
3078.0	309000.0
3079.0	783000.0
3080.0	1030000.0
3081.0	980000.0
3082.0	586000.0
3083.0	873000.0
3085.0	1235000.0
3087.0	792000.0
3088.0	285000.0
3089.0	884000.0
3090.0	180000.0
3091.0	1587000.0
3092.0	637000.0
3093.0	822000.0
3094.0	1072000.0
3095.0	1003000.0
3096.0	538000.0
3097.0	588000.0
3099.0	1741000.0
3100.0	1175000.0
3101.0	288000.0
3102.0	416000.0
3103.0	434000.0
3104.0	442000.0
3105.0	52000.0
3106.0	68000.0
3108.0	122000.0
3109.0	100000.0
3110.0	65000.0
3111.0	327000.0
3112.0	135000.0
3113.0	71000.0
3114.0	74000.0
3115.0	48000.0
3116.0	56000.0
3117.0	75000.0
3119.0	946000.0
3120.0	3194000.0
3121.0	1690000.0
3122.0	1018000.0
3131.0	34000.0
3132.0	93000.0
3133.0	187000.0
3134.0	101000.0
3136.0	92000.0
3137.0	21000.0
3138.0	32000.0
3139.0	108000.0
3140.0	46000.0
3141.0	157000.0
3142.0	81000.0
3143.0	89000.0
3144.0	65000.0
3146.0	594000.0
3147.0	311000.0
3149.0	585000.0
3150.0	386000.0
3151.0	367000.0
3152.0	434000.0
3153.0	590000.0
3154.0	459000.0
3155.0	165000.0
3156.0	258000.0
3158.0	396000.0
3157.0	500000.0
3160.0	578000.0
3161.0	830000.0
3162.0	1026000.0
3164.0	238000.0
3165.0	713000.0
3166.0	153000.0
3167.0	116000.0
3168.0	1024000.0
3169.0	184000.0
3173.0	2256000.0
3174.0	592000.0
3175.0	670000.0
3176.0	573000.0
3177.0	378000.0
3178.0	312000.0
3179.0	5372000.0
3180.0	2222000.0
3181.0	100000.0
3182.0	159000.0
3183.0	1037000.0
3184.0	1210000.0
3186.0	560000.0
3187.0	71000.0
3188.0	210000.0
3189.0	269000.0
3190.0	321000.0
3191.0	284000.0
3192.0	253000.0
3193.0	2941000.0
3170.0	508000.0
3171.0	149000.0
3172.0	519000.0
3195.0	998000.0
3196.0	1681000.0
3194.0	361000.0
3197.0	406000.0
3199.0	185000.0
3200.0	736000.0
3201.0	824000.0
3203.0	2009000.0
3204.0	389000.0
3202.0	112000.0
3205.0	292000.0
3206.0	1602000.0
3208.0	381000.0
3209.0	15673000.0
3210.0	4296000.0
3211.0	1092000.0
3213.0	222000.0
3214.0	235000.0
3215.0	304000.0
3216.0	360000.0
3217.0	1365000.0
3218.0	131000.0
3220.0	352000.0
3221.0	213000.0
3222.0	1826000.0
3223.0	2002000.0
3212.0	538000.0
3224.0	721000.0
3225.0	1394000.0
3226.0	795000.0
3228.0	910000.0
3229.0	403000.0
3230.0	278000.0
3231.0	339000.0
3232.0	660000.0
3233.0	503000.0
3234.0	311000.0
3235.0	963000.0
3236.0	1289000.0
3237.0	1853000.0
3238.0	337000.0
3239.0	198000.0
3240.0	513000.0
3241.0	589000.0
3242.0	943000.0
3243.0	523000.0
3244.0	692000.0
3245.0	83000.0
3246.0	354000.0
3247.0	1167000.0
3248.0	227000.0
3249.0	402000.0
3430.0	74000.0
3431.0	568000.0
3432.0	89000.0
3433.0	128000.0
3434.0	58000.0
3435.0	26000.0
3436.0	69000.0
3437.0	59000.0
3438.0	183000.0
3439.0	1366000.0
3440.0	118000.0
3441.0	57000.0
3442.0	107000.0
3443.0	73000.0
3444.0	130000.0
3445.0	113000.0
3446.0	83000.0
3447.0	92000.0
3448.0	50000.0
3452.0	1288000.0
3453.0	1784000.0
3454.0	3054000.0
3455.0	1751000.0
3456.0	2641000.0
3458.0	3626000.0
3460.0	2442000.0
3462.0	2794000.0
3461.0	2418000.0
3469.0	221000.0
3470.0	1716000.0
3471.0	539000.0
3472.0	1844000.0
3473.0	991000.0
3474.0	1624000.0
3475.0	2580000.0
3476.0	388000.0
3477.0	227000.0
3478.0	3000.0
3479.0	2137000.0
3480.0	1046000.0
3481.0	869000.0
3482.0	2021000.0
3483.0	950000.0
3484.0	3055000.0
3485.0	1085000.0
3486.0	599000.0
3487.0	1025000.0
3488.0	1020000.0
3489.0	1351000.0
3490.0	777000.0
3491.0	409000.0
3492.0	702000.0
3493.0	4390000.0
3500.0	2172000.0
3511.0	1249000.0
3514.0	1524000.0
3515.0	811000.0
3517.0	762000.0
3520.0	790000.0
3525.0	1233000.0
3526.0	1804000.0
3527.0	1804000.0
3528.0	529000.0
3531.0	478000.0
3529.0	617000.0
3533.0	1507000.0
3537.0	892000.0
3540.0	902000.0
3548.0	1122000.0
3549.0	1743000.0
3550.0	1159000.0
3552.0	3286000.0
3554.0	1009000.0
3555.0	747000.0
3558.0	772000.0
3570.0	608000.0
3571.0	809000.0
3573.0	3023000.0
3574.0	622000.0
3576.0	693000.0
3577.0	2449000.0
3578.0	1230000.0
3579.0	1864000.0
3581.0	2073000.0
3582.0	2987000.0
3584.0	334000.0
3585.0	553000.0
3588.0	659000.0
3589.0	3354000.0
3590.0	1649000.0
3591.0	2544000.0
3592.0	2020000.0
3593.0	1243000.0
3594.0	2833000.0
3595.0	897000.0
3597.0	1384000.0
3596.0	903000.0
3598.0	2009000.0
3599.0	1109000.0
3600.0	762000.0
3601.0	2620000.0
3602.0	2161000.0
3603.0	1441000.0
3604.0	1701000.0
3605.0	1919000.0
3606.0	1836000.0
3607.0	906000.0
3608.0	823000.0
3609.0	1982000.0
